country_region,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Japan,2020-04-17,-31.0,4.0,-1.0,-46.0,-23.0,14.0
Japan,2020-04-18,-48.0,-14.0,-47.0,-60.0,-26.0,16.0
Japan,2020-04-19,-40.0,-3.0,1.0,-53.0,-23.0,11.0
Japan,2020-04-20,-37.0,-8.0,-33.0,-47.0,-23.0,14.0
Japan,2020-04-21,-31.0,1.0,8.0,-46.0,-25.0,14.0
Japan,2020-04-22,-36.0,-4.0,-3.0,-48.0,-26.0,14.0
Japan,2020-04-23,-36.0,-3.0,-4.0,-48.0,-26.0,15.0
Japan,2020-04-24,-37.0,-1.0,-8.0,-48.0,-26.0,16.0
Japan,2020-04-25,-41.0,-3.0,-9.0,-53.0,-26.0,14.0
Japan,2020-04-26,-45.0,-9.0,-16.0,-58.0,-27.0,12.0
Japan,2020-04-27,-35.0,-5.0,-9.0,-47.0,-26.0,15.0
Japan,2020-04-28,-28.0,2.0,4.0,-46.0,-27.0,14.0
Japan,2020-04-29,-30.0,-5.0,23.0,-64.0,-64.0,22.0
Japan,2020-04-30,-30.0,4.0,8.0,-47.0,-32.0,16.0
Japan,2020-05-01,-35.0,1.0,4.0,-50.0,-35.0,19.0
Japan,2020-05-02,-43.0,-5.0,-11.0,-55.0,-30.0,15.0
Japan,2020-05-03,-45.0,-9.0,-19.0,-58.0,-30.0,12.0
Japan,2020-05-04,-28.0,-6.0,4.0,-67.0,-73.0,29.0
Japan,2020-05-05,-23.0,0.0,29.0,-65.0,-73.0,29.0
Japan,2020-05-06,-36.0,-12.0,-17.0,-69.0,-72.0,30.0
Japan,2020-05-07,-31.0,1.0,3.0,-44.0,-26.0,14.0
Japan,2020-05-08,-34.0,0.0,6.0,-45.0,-27.0,16.0
Japan,2020-05-09,-39.0,-5.0,-20.0,-51.0,-20.0,13.0
Japan,2020-05-10,-38.0,-7.0,-35.0,-56.0,-24.0,12.0
Japan,2020-05-11,-32.0,-2.0,0.0,-42.0,-22.0,12.0
Japan,2020-05-12,-30.0,0.0,6.0,-43.0,-23.0,13.0
Japan,2020-05-13,-31.0,-1.0,4.0,-44.0,-23.0,13.0
Japan,2020-05-14,-30.0,-1.0,6.0,-44.0,-23.0,12.0
Japan,2020-05-15,-32.0,0.0,-4.0,-44.0,-23.0,15.0
Japan,2020-05-16,-40.0,-12.0,-52.0,-55.0,-23.0,14.0
Japan,2020-05-17,-32.0,-1.0,-2.0,-48.0,-20.0,9.0
Japan,2020-05-18,-32.0,-7.0,-20.0,-42.0,-20.0,13.0
Japan,2020-05-19,-29.0,-4.0,-20.0,-43.0,-22.0,14.0
Japan,2020-05-20,-26.0,1.0,-6.0,-41.0,-21.0,12.0
Japan,2020-05-21,-27.0,-1.0,-8.0,-41.0,-21.0,12.0
Japan,2020-05-22,-29.0,-2.0,-5.0,-41.0,-21.0,13.0
Japan,2020-05-23,-27.0,0.0,-8.0,-43.0,-20.0,11.0
Japan,2020-05-24,-27.0,-1.0,8.0,-42.0,-17.0,8.0
Japan,2020-05-25,-22.0,2.0,2.0,-35.0,-18.0,10.0
Japan,2020-05-26,-22.0,-1.0,-8.0,-36.0,-18.0,11.0
Japan,2020-05-27,-20.0,2.0,5.0,-35.0,-18.0,10.0
Japan,2020-05-28,-20.0,1.0,5.0,-34.0,-18.0,10.0
Japan,2020-05-29,-21.0,2.0,5.0,-34.0,-17.0,11.0
Japan,2020-05-30,-20.0,3.0,1.0,-34.0,-14.0,8.0
Japan,2020-05-31,-22.0,0.0,-16.0,-39.0,-14.0,7.0
Japan,2020-06-01,-21.0,-2.0,-13.0,-26.0,-11.0,8.0
Japan,2020-06-02,-16.0,2.0,5.0,-27.0,-13.0,8.0
Japan,2020-06-03,-19.0,1.0,5.0,-28.0,-13.0,8.0
Japan,2020-06-04,-18.0,2.0,2.0,-28.0,-13.0,8.0
Japan,2020-06-05,-18.0,1.0,1.0,-29.0,-15.0,9.0
Japan,2020-06-06,-17.0,1.0,-2.0,-31.0,-15.0,7.0
Japan,2020-06-07,-15.0,2.0,10.0,-32.0,-13.0,5.0
Japan,2020-06-08,-17.0,-1.0,1.0,-26.0,-11.0,7.0
Japan,2020-06-09,-13.0,2.0,7.0,-26.0,-12.0,8.0
Japan,2020-06-10,-14.0,2.0,-1.0,-26.0,-13.0,7.0
Japan,2020-06-11,-20.0,-6.0,-26.0,-28.0,-14.0,9.0
Japan,2020-06-12,-16.0,0.0,-10.0,-27.0,-15.0,9.0
Japan,2020-06-13,-18.0,-6.0,-40.0,-35.0,-19.0,9.0
Japan,2020-06-14,-16.0,-2.0,-30.0,-36.0,-13.0,6.0
Japan,2020-06-15,-12.0,3.0,-3.0,-23.0,-11.0,6.0
Japan,2020-06-16,-9.0,3.0,6.0,-23.0,-11.0,7.0
Japan,2020-06-17,-11.0,2.0,10.0,-23.0,-12.0,6.0
Japan,2020-06-18,-16.0,-4.0,-14.0,-25.0,-13.0,7.0
Japan,2020-06-19,-15.0,-5.0,-26.0,-26.0,-15.0,9.0
Japan,2020-06-20,-7.0,6.0,10.0,-21.0,-12.0,4.0
Japan,2020-06-21,-9.0,2.0,11.0,-24.0,-10.0,4.0
Japan,2020-06-22,-16.0,-5.0,-14.0,-22.0,-11.0,7.0
Japan,2020-06-23,-8.0,3.0,6.0,-20.0,-11.0,6.0
Japan,2020-06-24,-11.0,1.0,6.0,-21.0,-11.0,6.0
Japan,2020-06-25,-11.0,2.0,-13.0,-20.0,-12.0,6.0
Japan,2020-06-26,-11.0,1.0,-7.0,-21.0,-13.0,7.0
Japan,2020-06-27,-8.0,3.0,0.0,-20.0,-15.0,5.0
Japan,2020-06-28,-12.0,-1.0,-20.0,-28.0,-12.0,5.0
Japan,2020-06-29,-9.0,0.0,1.0,-19.0,-9.0,6.0
Japan,2020-06-30,-11.0,-2.0,-22.0,-21.0,-10.0,7.0
Japan,2020-07-01,-13.0,-2.0,-12.0,-21.0,-9.0,6.0
Japan,2020-07-02,-9.0,3.0,2.0,-19.0,-10.0,5.0
Japan,2020-07-03,-14.0,-4.0,-14.0,-21.0,-11.0,7.0
Japan,2020-07-04,-13.0,-1.0,-28.0,-27.0,-13.0,7.0
Japan,2020-07-05,-12.0,2.0,-7.0,-28.0,-11.0,5.0
Japan,2020-07-06,-20.0,-9.0,-31.0,-22.0,-11.0,7.0
Japan,2020-07-07,-12.0,-1.0,-18.0,-22.0,-12.0,7.0
Japan,2020-07-08,-12.0,-1.0,-12.0,-22.0,-12.0,6.0
Japan,2020-07-09,-14.0,-2.0,-20.0,-21.0,-11.0,7.0
Japan,2020-07-10,-13.0,0.0,-17.0,-22.0,-12.0,7.0
Japan,2020-07-11,-12.0,1.0,-22.0,-27.0,-15.0,7.0
Japan,2020-07-12,-11.0,2.0,-3.0,-27.0,-10.0,5.0
Japan,2020-07-13,-15.0,-5.0,-18.0,-20.0,-10.0,6.0
Japan,2020-07-14,-12.0,-2.0,-17.0,-22.0,-12.0,7.0
Japan,2020-07-15,-10.0,1.0,-9.0,-20.0,-11.0,6.0
Japan,2020-07-16,-9.0,3.0,0.0,-20.0,-11.0,6.0
Japan,2020-07-17,-14.0,-3.0,-15.0,-22.0,-12.0,7.0
Japan,2020-07-18,-13.0,0.0,-15.0,-26.0,-11.0,6.0
Japan,2020-07-19,-13.0,0.0,6.0,-28.0,-10.0,5.0
Japan,2020-07-20,-11.0,1.0,-4.0,-20.0,-9.0,5.0
Japan,2020-07-21,-7.0,3.0,0.0,-19.0,-10.0,6.0
Japan,2020-07-22,-4.0,4.0,-1.0,-16.0,-9.0,4.0
Japan,2020-07-23,6.0,3.0,9.0,-39.0,-58.0,18.0
Japan,2020-07-24,-2.0,1.0,26.0,-42.0,-61.0,21.0
Japan,2020-07-25,-16.0,-3.0,-19.0,-28.0,-20.0,8.0
Japan,2020-07-26,-18.0,-4.0,-21.0,-29.0,-12.0,6.0
Japan,2020-07-27,-13.0,-1.0,-14.0,-20.0,-11.0,6.0
Japan,2020-07-28,-10.0,0.0,-8.0,-21.0,-12.0,7.0
Japan,2020-07-29,-12.0,1.0,-3.0,-22.0,-12.0,6.0
Japan,2020-07-30,-11.0,2.0,-2.0,-22.0,-12.0,6.0
Japan,2020-07-31,-14.0,1.0,-5.0,-23.0,-12.0,7.0
Japan,2020-08-01,-15.0,3.0,3.0,-26.0,-9.0,5.0
Japan,2020-08-02,-15.0,2.0,9.0,-29.0,-10.0,5.0
Japan,2020-08-03,-12.0,0.0,3.0,-22.0,-12.0,6.0
Japan,2020-08-04,-8.0,5.0,8.0,-22.0,-13.0,6.0
Japan,2020-08-05,-9.0,3.0,6.0,-23.0,-14.0,6.0
Japan,2020-08-06,-9.0,3.0,4.0,-23.0,-14.0,6.0
Japan,2020-08-07,-11.0,1.0,1.0,-24.0,-15.0,7.0
Japan,2020-08-08,-14.0,2.0,0.0,-25.0,-12.0,5.0
Japan,2020-08-09,-12.0,1.0,10.0,-23.0,-11.0,4.0
Japan,2020-08-10,8.0,4.0,36.0,-42.0,-64.0,19.0
Japan,2020-08-11,3.0,8.0,20.0,-28.0,-33.0,11.0
Japan,2020-08-12,3.0,8.0,23.0,-29.0,-37.0,11.0
Japan,2020-08-13,8.0,10.0,30.0,-32.0,-53.0,15.0
Japan,2020-08-14,1.0,6.0,29.0,-34.0,-57.0,18.0
Japan,2020-08-15,-14.0,0.0,6.0,-29.0,-41.0,9.0
Japan,2020-08-16,-19.0,-3.0,-5.0,-30.0,-18.0,5.0
Japan,2020-08-17,-11.0,-1.0,-3.0,-26.0,-17.0,7.0
Japan,2020-08-18,-9.0,1.0,4.0,-25.0,-15.0,7.0
Japan,2020-08-19,-12.0,0.0,2.0,-25.0,-15.0,7.0
Japan,2020-08-20,-11.0,2.0,-4.0,-26.0,-14.0,7.0
Japan,2020-08-21,-15.0,-3.0,-4.0,-27.0,-15.0,8.0
Japan,2020-08-22,-15.0,-1.0,-8.0,-28.0,-12.0,6.0
Japan,2020-08-23,-17.0,-3.0,-9.0,-31.0,-11.0,5.0
Japan,2020-08-24,-13.0,-3.0,-5.0,-24.0,-12.0,6.0
Japan,2020-08-25,-7.0,3.0,1.0,-22.0,-12.0,6.0
Japan,2020-08-26,-11.0,0.0,-2.0,-23.0,-12.0,6.0
Japan,2020-08-27,-12.0,0.0,-7.0,-24.0,-12.0,6.0
Japan,2020-08-28,-14.0,-2.0,-6.0,-25.0,-13.0,7.0
Japan,2020-08-29,-13.0,0.0,-5.0,-26.0,-12.0,5.0
Japan,2020-08-30,-14.0,0.0,-8.0,-29.0,-10.0,5.0
Japan,2020-08-31,-13.0,-2.0,-10.0,-23.0,-10.0,6.0
Japan,2020-09-01,-11.0,1.0,-3.0,-22.0,-11.0,6.0
Japan,2020-09-02,-15.0,-3.0,-10.0,-25.0,-12.0,6.0
Japan,2020-09-03,-13.0,-1.0,-11.0,-24.0,-12.0,6.0
Japan,2020-09-04,-13.0,-1.0,-10.0,-24.0,-12.0,7.0
Japan,2020-09-05,-12.0,2.0,-12.0,-27.0,-11.0,6.0
Japan,2020-09-06,-20.0,-8.0,-23.0,-35.0,-13.0,6.0
Japan,2020-09-07,-22.0,-13.0,-23.0,-29.0,-19.0,9.0
Japan,2020-09-08,-9.0,1.0,0.0,-21.0,-12.0,5.0
Japan,2020-09-09,-12.0,-3.0,-3.0,-22.0,-12.0,5.0
Japan,2020-09-10,-10.0,0.0,-4.0,-20.0,-12.0,5.0
Japan,2020-09-11,-12.0,-2.0,-2.0,-21.0,-12.0,6.0
Japan,2020-09-12,-12.0,-3.0,-15.0,-25.0,-13.0,5.0
Japan,2020-09-13,-11.0,-2.0,-1.0,-25.0,-9.0,3.0
Japan,2020-09-14,-11.0,-4.0,2.0,-19.0,-9.0,4.0
Japan,2020-09-15,-5.0,2.0,11.0,-17.0,-10.0,4.0
Japan,2020-09-16,-9.0,-1.0,7.0,-18.0,-10.0,4.0
Japan,2020-09-17,-10.0,-3.0,0.0,-19.0,-11.0,4.0
Japan,2020-09-18,-11.0,-3.0,-6.0,-19.0,-11.0,5.0
Japan,2020-09-19,-8.0,1.0,12.0,-12.0,-9.0,2.0
Japan,2020-09-20,-3.0,2.0,27.0,-7.0,-8.0,0.0
Japan,2020-09-21,21.0,5.0,76.0,-25.0,-62.0,14.0
Japan,2020-09-22,12.0,5.0,53.0,-34.0,-60.0,16.0
Japan,2020-09-23,-14.0,-2.0,-10.0,-18.0,-9.0,5.0
Japan,2020-09-24,-15.0,-5.0,-17.0,-22.0,-10.0,6.0
Japan,2020-09-25,-15.0,-4.0,-25.0,-19.0,-10.0,7.0
Japan,2020-09-26,-12.0,0.0,-15.0,-20.0,-7.0,5.0
Japan,2020-09-27,-9.0,2.0,7.0,-20.0,-6.0,3.0
Japan,2020-09-28,-7.0,1.0,2.0,-15.0,-9.0,4.0
Japan,2020-09-29,-4.0,3.0,6.0,-16.0,-9.0,4.0
Japan,2020-09-30,-5.0,5.0,4.0,-16.0,-8.0,3.0
Japan,2020-10-01,-9.0,1.0,-3.0,-18.0,-8.0,4.0
Japan,2020-10-02,-11.0,-2.0,2.0,-19.0,-9.0,5.0
Japan,2020-10-03,-9.0,1.0,11.0,-17.0,-9.0,4.0
Japan,2020-10-04,-10.0,0.0,12.0,-18.0,-8.0,3.0
Japan,2020-10-05,-11.0,-2.0,-4.0,-17.0,-9.0,4.0
Japan,2020-10-06,-6.0,1.0,7.0,-16.0,-9.0,4.0
Japan,2020-10-07,-10.0,-2.0,-2.0,-17.0,-9.0,4.0
Japan,2020-10-08,-15.0,-7.0,-30.0,-20.0,-10.0,6.0
Japan,2020-10-09,-17.0,-7.0,-26.0,-21.0,-11.0,7.0
Japan,2020-10-10,-17.0,-7.0,-33.0,-30.0,-16.0,8.0
Japan,2020-10-11,-8.0,2.0,7.0,-18.0,-7.0,3.0
Japan,2020-10-12,-10.0,-2.0,0.0,-17.0,-9.0,4.0
Japan,2020-10-13,-7.0,1.0,8.0,-16.0,-9.0,4.0
Japan,2020-10-14,-8.0,-1.0,8.0,-16.0,-9.0,4.0
Japan,2020-10-15,-6.0,3.0,-5.0,-15.0,-9.0,4.0
Japan,2020-10-16,-7.0,1.0,-1.0,-16.0,-10.0,5.0
Japan,2020-10-17,-11.0,-4.0,-34.0,-20.0,-11.0,6.0
Japan,2020-10-18,-4.0,4.0,18.0,-11.0,-7.0,2.0
Japan,2020-10-19,-11.0,-5.0,-13.0,-16.0,-9.0,5.0
Japan,2020-10-20,-2.0,4.0,8.0,-15.0,-8.0,4.0
Japan,2020-10-21,-6.0,1.0,9.0,-15.0,-8.0,3.0
Japan,2020-10-22,-8.0,-1.0,-10.0,-17.0,-9.0,4.0
Japan,2020-10-23,-11.0,-3.0,-21.0,-18.0,-10.0,6.0
Japan,2020-10-24,-3.0,4.0,11.0,-11.0,-11.0,3.0
Japan,2020-10-25,-3.0,5.0,24.0,-9.0,-7.0,1.0
Japan,2020-10-26,-6.0,0.0,3.0,-15.0,-8.0,3.0
Japan,2020-10-27,-3.0,3.0,9.0,-15.0,-8.0,4.0
Japan,2020-10-28,-5.0,1.0,7.0,-16.0,-8.0,3.0
Japan,2020-10-29,-6.0,0.0,3.0,-16.0,-8.0,4.0
Japan,2020-10-30,-7.0,0.0,-3.0,-17.0,-8.0,4.0
Japan,2020-10-31,-5.0,2.0,14.0,-11.0,-7.0,2.0
Japan,2020-11-01,-5.0,2.0,19.0,-12.0,-6.0,2.0
Japan,2020-11-02,-5.0,-4.0,-19.0,-17.0,-11.0,5.0
Japan,2020-11-03,16.0,5.0,33.0,-36.0,-57.0,17.0
Japan,2020-11-04,-10.0,-1.0,-1.0,-16.0,-6.0,3.0
Japan,2020-11-05,-8.0,0.0,0.0,-17.0,-7.0,4.0
Japan,2020-11-06,-11.0,-3.0,-3.0,-18.0,-7.0,5.0
Japan,2020-11-07,-10.0,-2.0,-13.0,-19.0,-5.0,4.0
Japan,2020-11-08,-7.0,1.0,15.0,-15.0,-7.0,3.0
Japan,2020-11-09,-10.0,-3.0,-5.0,-17.0,-7.0,4.0
Japan,2020-11-10,-4.0,2.0,0.0,-16.0,-8.0,4.0
Japan,2020-11-11,-6.0,0.0,1.0,-17.0,-8.0,4.0
Japan,2020-11-12,-7.0,0.0,-2.0,-17.0,-8.0,4.0
Japan,2020-11-13,-9.0,-1.0,-1.0,-18.0,-9.0,5.0
Japan,2020-11-14,-6.0,1.0,10.0,-14.0,-10.0,4.0
Japan,2020-11-15,-6.0,3.0,21.0,-13.0,-7.0,2.0
Japan,2020-11-16,-9.0,-2.0,0.0,-17.0,-8.0,4.0
Japan,2020-11-17,-6.0,0.0,7.0,-17.0,-8.0,4.0
Japan,2020-11-18,-8.0,-1.0,7.0,-17.0,-8.0,4.0
Japan,2020-11-19,-9.0,-1.0,-1.0,-18.0,-8.0,4.0
Japan,2020-11-20,-11.0,-1.0,-15.0,-19.0,-9.0,6.0
Japan,2020-11-21,-9.0,1.0,4.0,-15.0,-7.0,3.0
Japan,2020-11-22,-6.0,-1.0,17.0,-12.0,-8.0,2.0
Japan,2020-11-23,9.0,1.0,29.0,-38.0,-60.0,17.0
Japan,2020-11-24,-9.0,0.0,-5.0,-17.0,-7.0,4.0
Japan,2020-11-25,-9.0,0.0,-10.0,-18.0,-7.0,4.0
Japan,2020-11-26,-8.0,1.0,-4.0,-18.0,-7.0,4.0
Japan,2020-11-27,-11.0,-2.0,-9.0,-20.0,-8.0,5.0
Japan,2020-11-28,-10.0,0.0,-10.0,-21.0,-7.0,5.0
Japan,2020-11-29,-10.0,0.0,-4.0,-24.0,-7.0,4.0
Japan,2020-11-30,-8.0,0.0,-11.0,-19.0,-6.0,4.0
Japan,2020-12-01,-7.0,2.0,-5.0,-19.0,-7.0,5.0
Japan,2020-12-02,-11.0,-3.0,-12.0,-21.0,-7.0,5.0
Japan,2020-12-03,-10.0,0.0,-13.0,-21.0,-7.0,5.0
Japan,2020-12-04,-10.0,-1.0,-11.0,-21.0,-8.0,6.0
Japan,2020-12-05,-11.0,-1.0,-21.0,-24.0,-7.0,5.0
Japan,2020-12-06,-8.0,1.0,-1.0,-23.0,-7.0,4.0
Japan,2020-12-07,-11.0,-2.0,-10.0,-20.0,-7.0,5.0
Japan,2020-12-08,-8.0,0.0,-7.0,-21.0,-7.0,5.0
Japan,2020-12-09,-10.0,-2.0,-9.0,-22.0,-8.0,5.0
Japan,2020-12-10,-8.0,2.0,-12.0,-20.0,-8.0,5.0
Japan,2020-12-11,-11.0,-2.0,-10.0,-21.0,-8.0,5.0
Japan,2020-12-12,-8.0,1.0,-13.0,-22.0,-9.0,5.0
Japan,2020-12-13,-8.0,1.0,-10.0,-24.0,-7.0,4.0
Japan,2020-12-14,-12.0,-5.0,-20.0,-21.0,-8.0,5.0
Japan,2020-12-15,-4.0,3.0,-17.0,-19.0,-8.0,5.0
Japan,2020-12-16,-9.0,-1.0,-19.0,-21.0,-8.0,5.0
Japan,2020-12-17,-9.0,0.0,-20.0,-21.0,-8.0,5.0
Japan,2020-12-18,-10.0,0.0,-18.0,-21.0,-8.0,6.0
Japan,2020-12-19,-9.0,1.0,-25.0,-23.0,-6.0,5.0
Japan,2020-12-20,-8.0,2.0,-22.0,-26.0,-6.0,4.0
Japan,2020-12-21,-8.0,0.0,-18.0,-20.0,-8.0,5.0
Japan,2020-12-22,-4.0,2.0,-12.0,-20.0,-8.0,5.0
Japan,2020-12-23,-4.0,3.0,-11.0,-20.0,-8.0,4.0
Japan,2020-12-24,0.0,8.0,-22.0,-21.0,-9.0,5.0
Japan,2020-12-25,-6.0,5.0,-19.0,-22.0,-10.0,7.0
Japan,2020-12-26,-12.0,1.0,-24.0,-24.0,-5.0,5.0
Japan,2020-12-27,-11.0,2.0,-21.0,-26.0,-4.0,5.0
Japan,2020-12-28,9.0,9.0,-16.0,-26.0,-26.0,9.0
Japan,2020-12-29,18.0,17.0,-4.0,-36.0,-49.0,16.0
Japan,2020-12-30,9.0,17.0,-31.0,-45.0,-64.0,21.0
Japan,2020-12-31,-9.0,13.0,-28.0,-57.0,-75.0,27.0
Japan,2021-01-01,-45.0,-41.0,-8.0,-66.0,-84.0,32.0
Japan,2021-01-02,-28.0,-21.0,-27.0,-45.0,-60.0,15.0
Japan,2021-01-03,-24.0,-14.0,-25.0,-35.0,-29.0,8.0
Japan,2021-01-04,0.0,0.0,-11.0,-35.0,-43.0,16.0
Japan,2021-01-05,-7.0,0.0,-19.0,-29.0,-21.0,11.0
Japan,2021-01-06,-14.0,0.0,-19.0,-28.0,-12.0,7.0
Japan,2021-01-07,-21.0,-5.0,-30.0,-30.0,-12.0,9.0
Japan,2021-01-08,-27.0,-8.0,-32.0,-32.0,-13.0,10.0
Japan,2021-01-09,-27.0,-8.0,-37.0,-40.0,-12.0,10.0
Japan,2021-01-10,-20.0,-5.0,-27.0,-40.0,-12.0,7.0
Japan,2021-01-11,-7.0,-4.0,-16.0,-54.0,-60.0,22.0
Japan,2021-01-12,-23.0,-7.0,-34.0,-29.0,-12.0,9.0
Japan,2021-01-13,-21.0,-4.0,-18.0,-29.0,-11.0,7.0
Japan,2021-01-14,-22.0,-5.0,-17.0,-31.0,-12.0,7.0
Japan,2021-01-15,-25.0,-6.0,-24.0,-33.0,-13.0,8.0
Japan,2021-01-16,-25.0,-7.0,-24.0,-39.0,-11.0,7.0
Japan,2021-01-17,-25.0,-9.0,-30.0,-44.0,-14.0,7.0
Japan,2021-01-18,-25.0,-9.0,-25.0,-32.0,-13.0,7.0
Japan,2021-01-19,-23.0,-8.0,-24.0,-33.0,-15.0,8.0
Japan,2021-01-20,-21.0,-5.0,-18.0,-32.0,-14.0,7.0
Japan,2021-01-21,-22.0,-6.0,-18.0,-32.0,-14.0,7.0
Japan,2021-01-22,-27.0,-9.0,-29.0,-34.0,-14.0,9.0
Japan,2021-01-23,-28.0,-11.0,-56.0,-42.0,-16.0,10.0
Japan,2021-01-24,-29.0,-13.0,-55.0,-47.0,-16.0,9.0
Japan,2021-01-25,-20.0,-4.0,-18.0,-30.0,-13.0,7.0
Japan,2021-01-26,-20.0,-5.0,-21.0,-31.0,-14.0,8.0
Japan,2021-01-27,-22.0,-6.0,-24.0,-33.0,-14.0,8.0
Japan,2021-01-28,-23.0,-7.0,-29.0,-33.0,-14.0,8.0
Japan,2021-01-29,-26.0,-8.0,-30.0,-34.0,-13.0,9.0
Japan,2021-01-30,-21.0,-3.0,-28.0,-37.0,-12.0,8.0
Japan,2021-01-31,-19.0,-3.0,-16.0,-38.0,-10.0,6.0
Japan,2021-02-01,-23.0,-7.0,-27.0,-31.0,-12.0,7.0
Japan,2021-02-02,-18.0,3.0,-25.0,-31.0,-13.0,8.0
Japan,2021-02-03,-23.0,-8.0,-19.0,-32.0,-13.0,7.0
Japan,2021-02-04,-23.0,-7.0,-24.0,-32.0,-14.0,8.0
Japan,2021-02-05,-24.0,-5.0,-20.0,-33.0,-13.0,8.0
Japan,2021-02-06,-20.0,-2.0,-14.0,-34.0,-12.0,7.0
Japan,2021-02-07,-20.0,-4.0,-10.0,-37.0,-12.0,6.0
Japan,2021-02-08,-23.0,-8.0,-24.0,-30.0,-12.0,7.0
Japan,2021-02-09,-18.0,-5.0,-19.0,-30.0,-13.0,7.0
Japan,2021-02-10,-15.0,-1.0,-13.0,-28.0,-12.0,5.0
Japan,2021-02-11,-2.0,-1.0,5.0,-48.0,-57.0,19.0
Japan,2021-02-12,-21.0,-4.0,-18.0,-31.0,-14.0,8.0
Japan,2021-02-13,-19.0,-2.0,-11.0,-32.0,-12.0,6.0
Japan,2021-02-14,-20.0,-4.0,-5.0,-33.0,-9.0,5.0
Japan,2021-02-15,-25.0,-10.0,-41.0,-30.0,-13.0,7.0
Japan,2021-02-16,-16.0,-1.0,-17.0,-28.0,-13.0,7.0
Japan,2021-02-17,-21.0,-6.0,-28.0,-30.0,-13.0,7.0
Japan,2021-02-18,-21.0,-6.0,-29.0,-30.0,-14.0,7.0
Japan,2021-02-19,-20.0,-3.0,-21.0,-29.0,-12.0,7.0
Japan,2021-02-20,-16.0,2.0,-11.0,-28.0,-10.0,5.0
Japan,2021-02-21,-16.0,-1.0,6.0,-28.0,-10.0,4.0
Japan,2021-02-22,-11.0,0.0,-6.0,-25.0,-14.0,5.0
Japan,2021-02-23,1.0,1.0,11.0,-47.0,-57.0,19.0
Japan,2021-02-24,-18.0,-3.0,-17.0,-26.0,-11.0,5.0
Japan,2021-02-25,-15.0,1.0,-15.0,-25.0,-11.0,5.0
Japan,2021-02-26,-21.0,-4.0,-33.0,-28.0,-12.0,7.0
Japan,2021-02-27,-15.0,1.0,-22.0,-29.0,-9.0,6.0
Japan,2021-02-28,-12.0,2.0,-5.0,-27.0,-6.0,4.0
Japan,2021-03-01,-15.0,-1.0,-14.0,-25.0,-10.0,5.0
Japan,2021-03-02,-21.0,-10.0,-39.0,-30.0,-13.0,8.0
Japan,2021-03-03,-12.0,2.0,-13.0,-26.0,-12.0,5.0
Japan,2021-03-04,-15.0,-3.0,-15.0,-26.0,-12.0,6.0
Japan,2021-03-05,-19.0,-5.0,-27.0,-28.0,-12.0,8.0
Japan,2021-03-06,-13.0,0.0,-16.0,-27.0,-11.0,6.0
Japan,2021-03-07,-13.0,-2.0,-15.0,-29.0,-9.0,4.0
Japan,2021-03-08,-16.0,-6.0,-29.0,-25.0,-12.0,6.0
Japan,2021-03-09,-10.0,0.0,-9.0,-25.0,-12.0,6.0
Japan,2021-03-10,-10.0,0.0,-7.0,-24.0,-12.0,5.0
Japan,2021-03-11,-10.0,0.0,-6.0,-24.0,-12.0,5.0
Japan,2021-03-12,-15.0,-4.0,-24.0,-26.0,-13.0,7.0
Japan,2021-03-13,-16.0,-7.0,-43.0,-30.0,-15.0,7.0
Japan,2021-03-14,-7.0,3.0,0.0,-20.0,-8.0,3.0
Japan,2021-03-15,-10.0,0.0,-6.0,-22.0,-11.0,5.0
Japan,2021-03-16,-10.0,0.0,-9.0,-23.0,-12.0,6.0
Japan,2021-03-17,-10.0,0.0,-2.0,-23.0,-12.0,5.0
Japan,2021-03-18,-9.0,1.0,-3.0,-22.0,-12.0,5.0
Japan,2021-03-19,-9.0,1.0,-2.0,-23.0,-14.0,6.0
Japan,2021-03-20,-7.0,4.0,-4.0,-21.0,-27.0,5.0
Japan,2021-03-21,-22.0,-14.0,-51.0,-33.0,-12.0,6.0
Japan,2021-03-22,-11.0,-2.0,-13.0,-21.0,-12.0,5.0
Japan,2021-03-23,-5.0,2.0,9.0,-20.0,-12.0,5.0
Japan,2021-03-24,-6.0,1.0,14.0,-20.0,-12.0,4.0
Japan,2021-03-25,-6.0,3.0,-5.0,-21.0,-13.0,5.0
Japan,2021-03-26,-8.0,1.0,13.0,-20.0,-14.0,5.0
Japan,2021-03-27,-6.0,6.0,33.0,-12.0,-12.0,2.0
Japan,2021-03-28,-14.0,-4.0,-27.0,-24.0,-9.0,4.0
Japan,2021-03-29,-5.0,1.0,17.0,-19.0,-14.0,4.0
Japan,2021-03-30,-1.0,3.0,20.0,-19.0,-14.0,5.0
Japan,2021-03-31,-3.0,3.0,23.0,-18.0,-12.0,4.0
Japan,2021-04-01,-8.0,2.0,13.0,-19.0,-13.0,4.0
Japan,2021-04-02,-13.0,-1.0,8.0,-22.0,-14.0,6.0
Japan,2021-04-03,-9.0,4.0,19.0,-17.0,-13.0,4.0
Japan,2021-04-04,-15.0,-5.0,-24.0,-26.0,-12.0,5.0
Japan,2021-04-05,-12.0,-2.0,-18.0,-22.0,-14.0,5.0
Japan,2021-04-06,-8.0,1.0,1.0,-21.0,-15.0,5.0
